Unnamed: 0,verse,predicted_labels,predicted_scores
3,"  When a man is not attached either to the objects of sense or to actions and  sheds all selfish purpose, then he is said to have scaled the heights of yoga.   ",detachment,0.984715044
4,"  By one's Self should one raise oneself, and not allow oneself to fall; for soul  (Self) alone is the friend of self, and Self alone is self's foe.   ","devotion, compassion, hope, trust","0.8364837169647217, 0.8199702501296997, 0.8075597286224365, 0.7443110346794128"
5,"  His Self alone is friend, who has conquered himself by his Self: but to him  who has not conquered himself and is thus inimical to himself, even his Self  behaves as foe.   ",detachment,0.532004237
6,"  Of him who has conquered himself and who rests in perfect calm the self is  completely composed, in cold and heat, in pleasure and pain, in honour and  dishonour.   ","peace, detachment, awe","0.9705316424369812, 0.7897545099258423, 0.7580700516700745"
7,"  The yogin who is filled with the contentment of wisdom and discriminative  knowledge, who is firm as a rock, who has mastered his senses, and to whom a  clod of earth, a stone and gold are the same, is possessed of yoga.   ","peace, devotion","0.9610486030578613, 0.6102488040924072"
8,"  He excels who regards alike the boon companion, the friend, the enemy, the  stranger, the mediator, the alien and the ally, as also the saint and the sinner.   ","devotion, compassion, awe, hope, trust, love","0.9164286851882935, 0.879924476146698, 0.8757717609405518, 0.6346865296363831, 0.6247822642326355, 0.6115553379058838"
9,"  Let the yogi constantly apply his thought to soul remaining alone in a  scheduled place, his mind and body in control, rid of desires and possessions.    ","detachment, peace, devotion, compassion","0.9804105162620544, 0.910943329334259, 0.5991731882095337, 0.5564627051353455"
10,"  Fixing for himself, in a pure spot, a firm seat, neither too high nor yet too  low, covered with kusha grass, thereon a deerskin, and thereon a cloth;   ","peace, devotion, hope","0.8991190791130066, 0.6018776297569275, 0.5559195280075073"
11,"  Sitting on that seat, with mind concentrated, the functions of thought and  sense of control, he should set himself to the practice of yoga for the sake of  self-purification.   ","hope, devotion","0.7327097654342651, 0.5448343753814697"
12,"  Keeping himself steady, holding the trunk, the neck and the head in a  straight line and motionless, fixing his eye on the tip of his nose, and looking  not around.   ","detachment, peace, devotion, trust","0.9878026247024536, 0.8861063718795776, 0.7305455207824707, 0.6669840216636658"
13,"  Tranquil in spirit, free from fear, steadfast in the vow of brahmacharya,  holding his mind in control, the yogi should sit, with all his thoughts on Me,  absorbed in Me.   ","peace, devotion, trust, detachment","0.9866021871566772, 0.9550623297691345, 0.930785596370697, 0.6977289915084839"
14,"  The yogi, who ever thus, with mind controlled, unites himself to soul,  wins the peace which culminates in Nirvana, the peace that is in Me.   ","peace, devotion, awe","0.9741075038909912, 0.604584276676178, 0.6042007803916931"
15,"  Yoga is not for him who eats too much, nor for him who fasts too much,  neither for him who sleeps too much, nor yet for him who is too wakeful.   ",surprise,0.514222622
16,"  To him who is disciplined in food and recreation, in effort in all activities,  and in sleep and waking, yoga (discipline) becomes a relief from all ills.   ","peace, hope","0.939754843711853, 0.6748772263526917"
17,"  When one's thought, completely controlled, rests steadily on only soul,  when one is free from longing for all objects of desire, then one is called a yogin.   ","detachment, peace","0.8731644153594971, 0.8289717435836792"
18,"  As a taper in a windless spot flickers not, even so is a yogin, with his  thought controlled, seeking to unite himself with soul.   ","peace, detachment, devotion","0.8484298586845398, 0.6523429751396179, 0.5816423296928406"
19,"  Where thought curbed by the practice of yoga completely ceases, where a  man sits content within himself, soul having seen soul;   ","peace, detachment, compassion, awe, devotion","0.9793986082077026, 0.9624300003051758, 0.5567983388900757, 0.5448927879333496, 0.5312299132347107"
20,  Where he experiences that endless bliss beyond the senses which can be  grasped by reason alone; wherein established he swerves not from the Truth;   ,"peace, awe, joy, love, trust, devotion, hope","0.9839487075805664, 0.9559227824211121, 0.9444970488548279, 0.6299366354942322, 0.5665010809898376, 0.5480046272277832, 0.5317486524581909"
21,"  Where he holds no other gain greater than that which he has gained; and  where, securely seated, he is not shaken by any calamity however great;   ","detachment, peace, trust, devotion","0.9453455209732056, 0.8515729904174805, 0.6872069835662842, 0.6130358576774597"
22,"  That state should be known as yoga (union with the Supreme), the disunion  from all union with pain. This yoga must one practice with firm resolve and  unwearying zeal.    ","detachment, devotion","0.9535735845565796, 0.7895042300224304"
23,"  Shaking oneself completely free from longings born of selfish purpose;  reining in the whole host of senses, from all sides, with the mind itself;   ","detachment, peace","0.9685438871383667, 0.9245266914367676"
24,"  With reason held securely by the will, he should gradually attain calm and  with the mind established in soul think of nothing.   ","peace, detachment, trust, hope","0.939113974571228, 0.8722649216651917, 0.729356586933136, 0.5806429982185364"
25,"  Wherever the fickle and unsteady mind wanders, from there should it be reined  and brought under the sole sway of soul.   ",Neutral,
26,"  The yogin, cleansed of all stain, unites himself ever thus to soul, easily  enjoys the endless bliss of contact with Brahman.   ","peace, devotion, joy","0.9733847975730896, 0.8774797916412354, 0.6134990453720093"
27,"  The man equipped with yoga looks on all with an impartial eye, seeing  soul in all beings and all beings in soul.   ","compassion, peace, trust, devotion","0.8965036869049072, 0.8064926266670227, 0.6720597743988037, 0.6515822410583496"
28,"  He who sees Me everywhere and everything in Me, never vanishes from Me  nor I from him.   ","trust, devotion, hope, love, peace, awe","0.9842208623886108, 0.9706646800041199, 0.7785308957099915, 0.7548399567604065, 0.6782917976379395, 0.6171239018440247"
29,"  The yogin who, anchored in unity, worships Me abiding in all beings, lives  and moves in me, no matter how he live and move.   ","devotion, peace, trust, hope, love, compassion, awe","0.9760122895240784, 0.8712722659111023, 0.8580482006072998, 0.65407395362854, 0.6370383501052856, 0.6102294325828552, 0.5733312964439392"
30,"  He who, by likening himself with others, senses pleasure and pain equally  for all as for himself, is deemed to be the highest yogi, O Arjuna.  Arjuna Said:   ","compassion, devotion, trust, peace, awe","0.9592476487159729, 0.723848283290863, 0.716197669506073, 0.6371569037437439, 0.542844295501709"
31,"  I do not see, O Krishna, how this yoga, based on the  equal-mindedness that You have expounded to me, can steadily endure,  because of fickleness (of the mind).   ",surprise,0.859221756
32,"  For fickle is the mind, O Krishna, unruly, overpowering and stubborn; to  curb it is, I think, as hard as to curb the wind.  The Lord Said:   ",Neutral,
33,"  Undoubtedly, O Arjuna, the mind is fickle and hard to curb; yet, O  Arjuna, it can be held in check by constant practice and dispassion.   ","detachment, hope","0.9688253998756409, 0.6564791202545166"
34,"  Without self-restraint, yoga, I hold, is difficult to attain; but the  self-governed soul can attain it by proper means, if he strives for it.  Arjuna Said:   ",hope,0.665419698
35,"  If one, possessed of faith, but slack of effort, because of his mind straying  from yoga, reach not perfection in yoga, what end does he come to, O Krishna?   ",trust,0.583889544
36,"  Without a foothold, and floundering in the path to Brahman fallen from  both, is he indeed not lost, O Krishna, like a dissipated cloud?   ",surprise,0.83328259
37,"  This my doubt, O Krishna, do you dispel utterly; for there is to be found  none other than you to banish this doubt.  The Lord Said:   ","awe, devotion","0.8414969444274902, 0.7670477032661438"
38,"  Neither in this world, nor in the next, can there be ruin for him, O Arjuna; no  well-doer, oh loved one, meets with a sad end.   ","peace, hope, devotion, love, trust, awe, compassion","0.9610468745231628, 0.9605270028114319, 0.895861029624939, 0.8780840039253235, 0.7906343936920166, 0.7574306726455688, 0.7053308486938477"
39,"  Fallen from yoga, a man attains the worlds of righteous souls, and having  dwelt there for numberless years is then born in a house of pure and gentle  blood.   ","awe, peace, devotion, hope, compassion","0.7493832111358643, 0.725687563419342, 0.6442579627037048, 0.5047274827957153, 0.5037736296653748"
40,"  Or he may even be born into a family of yogins, though such birth as this is  all too rare in this world.   ","surprise, hope, awe","0.9636711478233337, 0.6483590602874756, 0.6282947659492493"
41,"  There, O Arjuna, he discovers the intellectual stage he had reached in  previous birth, and from there he stretches forward again towards perfection.   ","hope, awe","0.8270403146743774, 0.57216876745224"
42,"  By virtue of that previous practice he is borne on, whether he will it or not,  even he with a desire to know yoga passes beyond the Vedic ritual.   ","devotion, trust","0.8756945133209229, 0.6763715744018555"
43,"  But the yogi who perseveres in his striving, cleansed of sin, perfected  through many births, reaches the highest state.   ","devotion, awe","0.8189079761505127, 0.7375487685203552"
44,"  The yogin is deemed higher than the man of austerities; he is deemed also  higher than the man of knowledge; higher is he than the man engrossed in  ritual; therefore be you a yogin, O Arjuna!   ",Neutral,
45,"  And among all yogins, he who worships Me with faith, his inmost self all  carried in Me, is deemed by me to be the best yogin.","devotion, trust, love, awe, peace","0.9973055124282837, 0.9903417825698853, 0.6775503158569336, 0.6074243783950806, 0.5729172229766846"
0,"  Yet again I will expound the highest and the best of all knowledge, knowing  which all the sages passed hence to the highest perfection.   ",Neutral,
1,"  By having recourse to this knowledge they became one with Me. They need  not come to birth even at a creation, nor do they suffer at a dissolution.   ","peace, trust, hope, devotion, compassion","0.9318378567695618, 0.7330963611602783, 0.6190261840820312, 0.5617530941963196, 0.5138722658157349"
2,"  The great prakriti is for me the womb in which I deposit the germ; from it all  beings come to birth, O Arjuna.   ","hope, devotion, awe","0.7664791345596313, 0.7521275877952576, 0.5758904814720154"
3,"  Whatever forms take birth in the various species, the great prakriti is their  Mother and I the seed-giving Father.   ",devotion,0.962962389
4,"  Sattva, rajas and tamas are the gunas sprung from prakriti; it is they, O  Arjuna, that keep the imperishable Dweller bound to the body.   ",devotion,0.92596519
5,"  Of these sattva, being stainless, is light-giving and healing; it binds with the  bond of happiness and the bond of knowledge, O sinless one.   ","peace, joy, hope, compassion, awe, devotion, love","0.990444004535675, 0.9652087688446045, 0.9467370510101318, 0.8840125799179077, 0.6665740609169006, 0.6486836075782776, 0.5462576150894165"
6,"  Rajas, know you, is of the nature of passion, the source of thirst and  attachment; it keeps man bound with the bond of action.   ","love, devotion","0.8999742269515991, 0.5966446399688721"
7,"  Tamas, know you, born of ignorance, is mortal man's delusion; it keeps him  bound with heedlessness, sloth and slumber, O Arjuna.   ",detachment,0.752913535
8,"  Sattva attaches man to happiness, rajas to action, and tamas, shrouding  knowledge, attaches him to heedlessness.   ","joy, detachment, hope, peace","0.958627462387085, 0.904088020324707, 0.8936137557029724, 0.8745673298835754"
9,"  Sattva prevails, O Arjuna, having overcome rajas and tamas; rajas, when it  has overpowered sattva and tamas; likewise tamas reigns when sattva and rajas  are crushed.   ",devotion,0.728799701
10,"  When the lightâknowledgeâshines forth from al the gates of this body,  then it may be known that the sattva thrives.   ","anticipation, hope","0.6789820194244385, 0.6162896156311035"
11,"  Greed, activity, assumption of undertakings, restlessness, cravingâthese are  in evidence when rajas flourishes, O Arjuna.   ",Neutral,
12,"  Ignorance, dullness, heedlessness, and delusionâthese are in evidence  when tamas reigns, O Arjuna.   ",detachment,0.855682969
13,"  If the embodied one meets his end whilst sattva prevails, then he attains to  the spotless worlds of the knowers of the Highest.    ",Neutral,
14,"  If he dies during the reign within him of rajas, he is born among men  attached to action; and if he dies in tamas, he is born in species not endowed  with reason.   ",Neutral,
15,  The fruit of sattvika action is said to be stainless merit. That of rajas is pain  and that of tamas ignorance.   ,Neutral,
16,"  Those abiding in sattva rise upwards, those in rajas stay midway, those in  tamas sink downwards.   ",devotion,0.946519554
17,"  when the seer perceives no agent other than the gunas, and knows Him who  is above the gunas, he attains to My being.   ","trust, detachment","0.585300087928772, 0.5547435283660889"
18,"  When the embodied one transcends these three gunas which are born of his  contact with the body, he is released from the pain of birth, death and age and  attains deathlessness.  Arjuna Said:   ","peace, detachment, hope","0.949113130569458, 0.6265670657157898, 0.615588366985321"
19,"  What, O Lord, are the marks of him who has transcended the three gunas?  How does he conduct himself? How does he transcend the three gunas?  The Lord Said:   ",anticipation,0.50636071
20,"  He, O Arjuna, who does not disdain light, activity, and delusion when  they come into being, nor desires them when they vanish;   ","devotion, compassion, awe, love, hope, peace, joy","0.812087893486023, 0.7994022369384766, 0.6132781505584717, 0.5823585391044617, 0.5687214136123657, 0.5585913062095642, 0.5262902975082397"
21,"  He, who seated as one indifferent, is not shaken by the gunas, and stays still  and moves not, knowing it is gunas playing their parts;   ","detachment, trust, peace, devotion","0.9943556785583496, 0.939033567905426, 0.9368687272071838, 0.8103078603744507"
22,"  He who holds pleasure and pain alike, who is sedate, who regards as same  earth, stone and gold, who is wise and weighs in equal scale things pleasant  and unpleasant, who is even-minded in praise and blame;   ","detachment, peace, compassion, trust, awe, devotion","0.9917178153991699, 0.9624789953231812, 0.8339322209358215, 0.8011521100997925, 0.6762098073959351, 0.5385531783103943"
23,"  Who holds alike respect and disrespect, who is the same to friend and foe,  who indulges in no undertakingsâThat man is called gunatita.   ","peace, devotion","0.941457986831665, 0.8244197368621826"
24,  He who serves me in an unwavering and exclusive bhaktiyoga transcends  these gunas and is worthy to become one with Brahman.   ,"devotion, awe, hope","0.9633678197860718, 0.8024498224258423, 0.7179883122444153"
25,"  For I am the very image of Brahman, changeless and deathless, as also of  everlasting dharma and perfect bliss.","peace, devotion, awe","0.9971292018890381, 0.8451206684112549, 0.844528079032898"
0,"  What is that Brahman? What is Adhyatma? What Karma, O Krishna?  What is called Adhibhuta? And what Adhidaiva?   ","surprise, awe","0.9718013405799866, 0.526042103767395"
1,  And who here in this body is Adhiyajna and how? And how at the time of  death are You to be known by the self-controlled?  The Lord Said:   ,"surprise, awe","0.9872992038726807, 0.6585168838500977"
2,"  The Supreme, the Imperishable is Brahman; its manifestation is Adhyatma;  the creative process whereby all beings are created is called Karma.   ",Neutral,
3,"  Adhibhuta is My perishable form; Adhidaivata is the individual self in that  form; and O best among the embodied, Adhiyajna am I in this body, purified by  sacrifice.   ","devotion, peace, compassion, awe","0.9638091325759888, 0.705436110496521, 0.6904675960540771, 0.6230692863464355"
4,"  And he who, at the last hour remembering Me only, departs leaving the  body, enters into Me; of that there is no doubt.   ","devotion, trust, detachment, hope, peace, compassion, awe","0.9549893736839294, 0.8796416521072388, 0.8055092096328735, 0.6111269593238831, 0.6107868552207947, 0.5690159797668457, 0.5670911073684692"
5,"  Or whatever form a man continually contemplates, that same he remembers  in the hour of death, and to that very form he goes, O Arjuna.   ","devotion, anticipation","0.8673785328865051, 0.5526682734489441"
6,  Therefore at all times remember Me and fight on; your mind and reason thus  on Me fixed you shall surely come to Me.   ,"hope, devotion, trust, love, awe, anticipation, peace","0.9924705028533936, 0.9878693222999573, 0.9782159328460693, 0.6548033356666565, 0.6408752799034119, 0.6289287805557251, 0.6185340881347656"
7,"  With thought steadied by constant practice, and wandering nowhere, he who  meditates on the Supreme Celestial Being, O Arjuna, goes to Him.   ",devotion,0.880326807
8,"  Whoso, at the time of death, with unwavering mind, with devotion, and  fixing the breath rightly between the brows by the power of yoga, meditates on  the Sage, the Ancient, the Ruler, subtler than the subtlest, the Supporter of all,  the Inconceivable, glorious as the sun beyond the darkness,âhe goes to that  Supreme Celestial Being.   ","devotion, awe, surprise, trust, hope","0.982586145401001, 0.8553225994110107, 0.8358350992202759, 0.6509345769882202, 0.5639617443084717"
9,"  Whoso, at the time of death, with unwavering mind, with devotion, and  fixing the breath rightly between the brows by the power of yoga, meditates on  the Sage, the Ancient, the Ruler, subtler than the subtlest, the Supporter of all,  the Inconceivable, glorious as the sun beyond the darkness,âhe goes to that  Supreme Celestial Being.  ","devotion, awe, surprise, trust, hope","0.9790347218513489, 0.8409083485603333, 0.8005821704864502, 0.6389350295066833, 0.568220853805542"
10,"  That which the knowers of the Vedas call the Imperishable (or that word  which the knowers of the Vedas repeat), wherein the ascetics freed from  passion enter and desiring which they practice brahmacharya, that Goal (or  Word) I will declare to you in brief.   ",,
11,"  Closing all the gates, locking up the mind in the hridaya, fixing his breath  within the head, carried in yogic meditation;   ","detachment, peace, devotion","0.9691921472549438, 0.921165406703949, 0.8048121333122253"
12,"  Whoso departs leaving the body uttering AUMâBrahman in one  syllableârepeatedly thinking on Me, he reaches the highest state.   ","devotion, detachment, awe","0.8752028942108154, 0.7241520285606384, 0.6467585563659668"
13,"  That yogi easily wins to Me, O Arjuna, who, ever attached to Me, constantly  remembers Me with undivided mind.   ","devotion, trust, awe, peace, love, compassion","0.9861106276512146, 0.845449686050415, 0.8049606680870056, 0.6799298524856567, 0.6727535724639893, 0.6695486903190613"
14,"  Great souls, having come to Me, reach the highest perfection; they come not  again to birth, unlasting and (withal) an abode of misery.   ","sadness, grief, trust, devotion","0.9252198338508606, 0.7624230980873108, 0.5548818707466125, 0.5057950615882874"
15,"  From the world of Brahma down, all the worlds are subject to return, O  Arjuna; but on coming to Me there is no rebirth.   ","peace, detachment, devotion, surprise, trust","0.8123440742492676, 0.807062029838562, 0.7763093709945679, 0.7442162036895752, 0.6731814742088318"
16,"  Those men indeed know what is Day and what is Night, who know that  Brahma's day lasts a thousand yugas and that his night too is a thousand yugas  long.    ","devotion, awe, trust","0.8672888278961182, 0.6617000699043274, 0.636770486831665"
17,"  At the coming of Day all the manifest spring forth from the Unmanifest, and  at the coming of Night they are dissolved into that same Unmanifest.   ",detachment,0.699925482
18,"  This same multitude of creatures come to birth, O Arjuna, again and again;  they are dissolved at the coming of Night, whether they will or not; and at the  break of Day they are re-born.   ",awe,0.651655078
19,"  But higher than the Unmanifest is another Unmanifest Being, everlasting,  which perishes not when all creatures perish.   ","hope, compassion, devotion, peace","0.8352054953575134, 0.617326021194458, 0.524848222732544, 0.521844744682312"
20,"  This Unmanifest, named the Imperishable, is declared to be the highest goal.  For those who reach it there is no return. That is my highest abode.   ",Neutral,
21,"  This Supreme Being, O Arjuna, may be won by undivided devotion; in It all  beings dwell, by It all is pervaded.   ","devotion, hope, awe","0.980109453201294, 0.9135785698890686, 0.6562186479568481"
22,"  Now I will tell you, Arjuna, the conditions which determine the  exemption from return, as also the return, of yogins after they pass away hence.   ",devotion,0.563603699
23,"  Fire, Light, Day, the Bright Fortnight, the six months of the Northern  Solsticeâthrough these departing men knowing Brahman go to Brahman.   ","devotion, hope","0.8275027275085449, 0.5750429034233093"
24,"  Smoke, Night, the Dark Fortnight, the six months of the Southern  SolsticeâThere through the yogin attains to the lunar light and from there returns.    ",devotion,0.727263272
25,"  These two pathsâbright and darkâare deemed to be the eternal paths of  the world; by the one a man goes to return not, by the other he returns again.   ",Neutral,
26,"  The Yogin knowing these two paths falls not into delusion, O Arjuna;  therefore, at all times, O Arjuna, remain steadfast in yoga.   ",devotion,0.921873391
27,"  Whatever fruit of good deeds is laid down as accruing from (a study of) the  Vedas, from sacrifices, austerities, and acts of charityâall that the yogin  transcends, on knowing this, and reaches the Supreme and Primal Abode.",devotion,0.66252625
0,"  Arjuna! I would fain learn severally the secret of sannyasa and of tyaga, O  Krishna, O Krishna.   The Lord Said:   ","devotion, surprise, awe","0.8966612219810486, 0.6364296674728394, 0.6111805438995361"
1,  Renunciation of actions springing from selfish desire is known as sannyasa  by the seers; abandonment of the fruit of all action is called tyaga by the wise.   ,detachment,0.80194056
2,"  Some thoughtful persons say: âAll action should be abandoned as an evil';  others say: âAction for sacrifice, charity and austerity should not be  relinquished'.   ","compassion, devotion","0.6133665442466736, 0.612262487411499"
3,"  Hear my decision in this matter of tyaga, O Arjuna; for tyaga, too, O  mightiest of men, has been described to be of three kinds.   ",Neutral,
4,"  Action for sacrifice, charity and austerity may not be abandoned; it must  needs be performed. Sacrifice, charity and austerity are purifiers of the wise.   ","devotion, hope, trust","0.8488168716430664, 0.6720407605171204, 0.5053914785385132"
5,"  But even these actions should be performed abandoning all attachment and  fruit; such, O Arjuna, is my best and considered opinion.   ",detachment,0.948512495
6,"  It is not right to renounce one's allotted task; its abandonment, from delusion,  is said to be tamasa.   ",Neutral,
7,"  He who abandons action, deeming it painful and for fear of straining his  limbs, he will never gain the fruit of abandonment, for his abandonment is  rajasa.   ","fear, detachment","0.9047380089759827, 0.725664496421814"
8,"  But when an allotted task is performed from a sense of duty and with  abandonment of attachment and fruit, O Arjuna, that abandonment is deemed  to be sattvika.   ",detachment,0.675997853
9,"  Neither does he disdain unpleasant action, nor does he cling to pleasant  actionâthis wise man full of sattva, who practices abandonment, and who has  shaken off all doubts.   ","detachment, devotion","0.965891420841217, 0.5682736039161682"
10,  For the embodied one cannot completely abandon action; but he who  abandons the fruit of action is named a tyagi.   ,Neutral,
11,"  To those who do not practice abandonment accrues, when they pass away,  the fruit of action which is of three kinds: disagreeable, agreeable, mixed; but  never to the sannyasins.   ",detachment,0.651569605
12,"  Learn, from me, O Arjuna, the five factors mentioned in the Sankhyan  doctrine for the accomplishment of all action:   ",Neutral,
13,"  The field, the doer, the various means, the several different operations, the  fifth and the last, the Unseen.    ",surprise,0.896482408
14,"  Whatever action, right or wrong, a man undertakes to do with the body,  speech or mind, these are the five factors thereof.   ",Neutral,
15,"  This being so, he who, by reason of unenlightened intellect, sees the  unconditioned soul as the agentâsuch a man is dense and unseeing.   ",detachment,0.817042708
16,"  He who is free from all sense of âI', whose motive is untainted, slays not nor  is bound, even though he slay all these worlds.   ","detachment, peace","0.9788492918014526, 0.7513225674629211"
17,"  Knowledge, the object of knowledge, and the knower compose the threefold  urge to action; the means, the action and the doer compose the threefold sum of  action.   ",Neutral,
18,"  Knowledge, action, and the doer are of three kinds according to their  different gunas; hear you these, just as they have been described in the science  of the gunas.   ",Neutral,
19,  Know that knowledge whereby one sees in all beings immutable entityâa  unity in diversityâto be sattvika.   ,Neutral,
20,"  That knowledge which perceives separately in all beings several entities of  diverse kinds, know you to be rajasa.   ",Neutral,
21,"  And knowledge which, without reason, clings to one single thing, as though  it were everything, which misses the true essence and is superficial is tamasa.   ",Neutral,
22,"  That action is called sattvika which, being one's allotted task, is performed  without attachment, without like or dislike, and without a desire for fruit.   ","detachment, peace","0.975577712059021, 0.9029276967048645"
23,"  That action which is prompted by the desire for fruit, or by the thought of  âI', and which involves much dissipation of energy is called rajasa.    ",Neutral,
24,"  That action which is blindly undertaken without any regard to capacity and  consequences, involving loss and hurt, is called tamasa.   ",Neutral,
25,"  That doer is called sattvika who has shed all attachment, all thought of âI',  who is filled with firmness and zeal, and who recks neither success nor failure.   ","detachment, peace, devotion","0.9889722466468811, 0.7868459224700928, 0.7051767706871033"
26,"  That doer is said to be rajasa who is passionate, desirous of the fruit of  action, greedy, violent, unclean, and moved by joy and sorrow.   ",Neutral,
27,"  That doer is called tamasa who is undisciplined, vulgar, stubborn, knavish,  spiteful, indolent, woebegone, and dilatory.   ","sadness, disgust","0.8703497052192688, 0.8422737717628479"
28,"  Hear now, O Arjuna, detailed fully and severally, the threefold division  of understanding and will, according to their gunas.   ",Neutral,
29,"  That understanding, O Arjuna, is sattvika which knows action from inaction,  what ought to be done from what ought not to be done, fear from fearlessness  and bondage from release.   ",fear,0.755393028
30,"  That understanding, O Arjuna, is rajasa, which decides erroneously between  right and wrong, between what ought to be done and what ought not to be  done.   ",Neutral,
31,"  That understanding, O Arjuna, is tamasa, which, shrouded in darkness,  thinks wrong to be right and mistakes everything for its reverse.   ",Neutral,
32,"  That will, O Arjuna, is sattvika which maintains an unbroken harmony  between the activities of the mind, the vital energies and the senses.   ",peace,0.878926158
33,"  That will, O Arjuna, is rajasa which clings, with attachment, to  righteousness, desire and wealth, desirous of fruit in each case.   ",devotion,0.937721729
34,"  That will, O Arjuna, is tamasa, whereby insensate man does not abandon  sleep, fear, grief, despair and self-conceit.   ","grief, fear","0.8267925977706909, 0.8119760155677795"
35,"  Hear now from Me, O Arjuna, the three kinds of pleasure.  Pleasure which is enjoyed only by repeated practice, and which puts an end to  pain,   ",Neutral,
36,"  Which, in its inception, is as poison, but in the end as nectar, born of the  serene realization of the true nature of soulâthat pleasure is said to be  sattvika.   ",Neutral,
37,"  That pleasure is called rajasa which, arising from the contact of the senses  with their objects, is at first as nectar but in the end like poison.    ",Neutral,
38,"  That pleasure is called tamasa which arising from sleep and sloth and  heedlessness, stupefies the soul both at first and in the end.   ",Neutral,
39,"  There is no being, either on earth or in heaven among the gods, that can be  free from these three gunas born of prakriti.   ",devotion,0.510998189
40,"  The duties of Brahmanas, Kshatriyas, Vaishyas, and Shudras, are distributed  according to their innate qualifications, O Arjuna.   ",Neutral,
41,"  Serenity, self-restraint, austerity, purity, forgiveness, uprightness,  knowledge and discriminative knowledge, faith in God are the Brahmana's  natural duties.   ","peace, detachment, devotion","0.9606761336326599, 0.7621821165084839, 0.6038540005683899"
42,"  Valour, spiritedness, constancy, resourcefulness, not fleeing from battle,  generosity, and the capacity to rule are the natural duties of a Kshatriya.   ",Neutral,
43,"  Tilling the soil, protection of the cow and commerce are the natural  functions of a Vaishya, while service is the natural duty of a Shudra.   ",Neutral,
44,"  Each man, by complete absorption in the performance of his duty, wins  perfection. Hear now how he wins such perfection by devotion to that duty.   ","devotion, awe, trust","0.9928084015846252, 0.7093548774719238, 0.534264326095581"
45,"  By offering the worship of his duty to Him who is the moving spirit of all  beings, and by whom all this is pervaded, man wins perfection.   ","devotion, hope, peace, trust, awe","0.9602342844009399, 0.7644845247268677, 0.7271887063980103, 0.7013033628463745, 0.5311253070831299"
46,"  Better one's own duty, though uninviting, than another's which may be  more easily performed; doing duty which accords with one's nature, one incurs  no sin.   ","peace, detachment, surprise","0.8305450677871704, 0.803320586681366, 0.5357868075370789"
47,"  One should not abandon, O Arjuna, that duty to which one is born,  imperfect though it be; for all action, in its inception, is enveloped in  imperfection, as fire in smoke.   ",devotion,0.889856339
48,"  He who has weaned himself of all kinds, who is master of himself, who is  dead to desire, attains through renunciation the perfection of freedom from  action.   ","detachment, peace, awe","0.989618182182312, 0.9609072208404541, 0.5398229956626892"
49,"  Learn now from Me, in brief, O Arjuna, how he who has gained this  perfection, attains to Brahman, the supreme consummation of knowledge.   ",Neutral,
50,"  Equipped with purified understanding, restraining the self with firm will,  abandoning sound and other objects of the senses, putting aside likes and  dislikes,   ","detachment, peace, devotion, hope","0.9741312265396118, 0.9296618103981018, 0.7850201725959778, 0.5098481178283691"
51,"  Living in solitude, spare in diet, restrained in speech, body and mind, ever  absorbed in dhyanayoga, anchored in dispassion,   ","detachment, peace, devotion","0.9911523461341858, 0.9817783832550049, 0.980457067489624"
52,"  Without pride, violence, arrogance, lust, wrath, possession, having shed all  sense of âmine' and at peace with himself, he is fit to become one with Brahman.   ","detachment, peace, hope","0.9441309571266174, 0.9166415929794312, 0.7097814679145813"
53,"  One with Brahman and at peace with himself, he grieves not, nor desires;  holding all beings alike, he achieves supreme devotion to Me.   ","peace, devotion, detachment, trust, love, awe, compassion","0.9944671392440796, 0.9923863410949707, 0.985338568687439, 0.9318297505378723, 0.8510662913322449, 0.6471285820007324, 0.6387296319007874"
54,"  By devotion, he realizes in truth how great I am, who I am; and having  known Me in reality he enters into Me.   ","devotion, trust, love, hope, awe","0.9946601390838623, 0.8667641878128052, 0.8429581522941589, 0.7775166034698486, 0.6444546580314636"
55,"  Even whilst always performing actions, he who makes Me his refuge wins,  by My grace, the eternal and imperishable haven.   ","hope, trust, peace, devotion, compassion, love, awe","0.9785839915275574, 0.9743667840957642, 0.9662361145019531, 0.965002715587616, 0.8444149494171143, 0.7296373248100281, 0.6381816267967224"
56,"  Casting, with your mind, all actions on Me, make Me your goal, and resorting  to the yoga of even-mindedness fix your thought ever on Me.   ","devotion, trust, peace, hope, compassion, love","0.9668354988098145, 0.8284333944320679, 0.8101213574409485, 0.7359355092048645, 0.6739146113395691, 0.6714224815368652"
57,"  Fixing his your thought on Me, you shall surmount all obstacles by My  grace; but if possessed by the sense of âI' you listen not, you shall perish.   ","hope, trust, devotion, compassion, peace","0.9381277561187744, 0.903327226638794, 0.9010183215141296, 0.6206120252609253, 0.5970526337623596"
58,"  If obsessed by the sense of âI', you thinks, âI will not fight', vain is your  obsession; (thy) nature will compel you.   ",Neutral,
59,"  What you will not do, O Arjuna, because of your delusion, you shall do,  even against your will, bound as you are by the duty to which you are born.   ",devotion,0.688403726
60,"  God, O Arjuna, dwells in the heart of every being and by His delusive  mystery whirls them all, (as though) set on a machine.   ","awe, surprise, devotion","0.9101741313934326, 0.8522025346755981, 0.563315749168396"
